mNGS_sample_name,MAG_ID,nPID,nTID,nSID,Study_Group,Cycle,Visit,CollectDate,Source,tool,size,contigs,N50,SCG_completeness,domain,phylum,class,order,family,genus,species,MAG_derep,MAG_derep_num
p23220-s376_SNT0009PR-S-day21,p23220-s376_SNT0009PR-S-day21_S375_concoct_23,P49,W11,P49_W11,SNT,2,D21,7/19/23,PR,concoct,2487271,643,4733,88,Bacteria,Desulfobacterota_I,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,Desulfovibrio sp900243745,Desulfovibrio sp900243745_1,87
p23220-s376_SNT0009PR-S-day21,p23220-s376_SNT0009PR-S-day21_S375_concoct_106,P49,W11,P49_W11,SNT,2,D21,7/19/23,PR,concoct,1713323,99,24527,90,Bacteria,Bacillota,Clostridia,Oscillospirales,Oscillospiraceae,Hominicoprocola,Hominicoprocola sp900317525,Hominicoprocola sp900317525_1,38
p23220-s376_SNT0009PR-S-day21,p23220-s376_SNT0009PR-S-day21_S375_metabat2_49,P49,W11,P49_W11,SNT,2,D21,7/19/23,PR,metabat2,2295106,274,11199,84,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,Prevotella colorans,Prevotella colorans_1,269
p23220-s376_SNT0009PR-S-day21,p23220-s376_SNT0009PR-S-day21_S375_metabat2_12,P49,W11,P49_W11,SNT,2,D21,7/19/23,PR,metabat2,2551870,52,109964,84,Bacteria,Bacillota,Clostridia,Oscillospirales,Acutalibacteraceae,Hominenteromicrobium,Hominenteromicrobium sp900549945,Hominenteromicrobium sp900549945_1,92
p23220-s376_SNT0009PR-S-day21,p23220-s376_SNT0009PR-S-day21_S375_metabat2_20,P49,W11,P49_W11,SNT,2,D21,7/19/23,PR,metabat2,2647043,190,21636,82,Bacteria,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Sellimonas,Sellimonas intestinalis,Sellimonas intestinalis_1,42
p23220-s376_SNT0009PR-S-day21,p23220-s376_SNT0009PR-S-day21_S375_concoct_79,P49,W11,P49_W11,SNT,2,D21,7/19/23,PR,concoct,2049828,1041,2081,84,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,Lacticaseibacillus rhamnosus,Lacticaseibacillus rhamnosus_1,68
p23220-s376_SNT0009PR-S-day21,p23220-s376_SNT0009PR-S-day21_S375_concoct_37,P49,W11,P49_W11,SNT,2,D21,7/19/23,PR,concoct,1642333,854,2029,76,Bacteria,Bacillota,Clostridia,Christensenellales,CAG-138,Pelethousia,Pelethousia gallinarum,Pelethousia gallinarum_1,142
p23220-s376_SNT0009PR-S-day21,p23220-s376_SNT0009PR-S-day21_S375_metabat2_22,P49,W11,P49_W11,SNT,2,D21,7/19/23,PR,metabat2,2104273,259,11621,73,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Alistipes putredinis,Alistipes putredinis_1,4
p23220-s376_SNT0009PR-S-day21,p23220-s376_SNT0009PR-S-day21_S375_metabat2_10,P49,W11,P49_W11,SNT,2,D21,7/19/23,PR,metabat2,2139143,544,4543,75,Bacteria,Bacillota,Clostridia,Oscillospirales,Ruminococcaceae,Ruthenibacterium,Ruthenibacterium sp018380115,Ruthenibacterium sp018380115_1,118
p23220-s376_SNT0009PR-S-day21,p23220-s376_SNT0009PR-S-day21_S375_concoct_102,P49,W11,P49_W11,SNT,2,D21,7/19/23,PR,concoct,1201911,544,2422,73,Bacteria,Bacillota,Clostridia,Oscillospirales,Acutalibacteraceae,UMGS1071,UMGS1071 sp900542375,UMGS1071 sp900542375_1,91
p23220-s376_SNT0009PR-S-day21,p23220-s376_SNT0009PR-S-day21_S375_concoct_8,P49,W11,P49_W11,SNT,2,D21,7/19/23,PR,concoct,2361972,608,4459,90,Bacteria,Bacillota,Clostridia,Christensenellales,Aristaeellaceae,Limiplasma,Limiplasma merdipullorum,Limiplasma merdipullorum_1,138
p23220-s376_SNT0009PR-S-day21,p23220-s376_SNT0009PR-S-day21_S375_metabat2_11,P49,W11,P49_W11,SNT,2,D21,7/19/23,PR,metabat2,2955036,544,7114,71,Bacteria,Bacillota,Clostridia,Oscillospirales,Ruminococcaceae,Fournierella,Fournierella sp900543285,Fournierella sp900543285_1,120
p23220-s376_SNT0009PR-S-day21,p23220-s376_SNT0009PR-S-day21_S375_concoct_62,P49,W11,P49_W11,SNT,2,D21,7/19/23,PR,concoct,4241597,342,17767,67,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides distasonis,Parabacteroides distasonis_1,1
p23220-s376_SNT0009PR-S-day21,p23220-s376_SNT0009PR-S-day21_S375_concoct_87,P49,W11,P49_W11,SNT,2,D21,7/19/23,PR,concoct,1432560,634,2409,67,Bacteria,Actinomycetota,Coriobacteriia,Coriobacteriales,Eggerthellaceae,Anaerotardibacter,Anaerotardibacter sp000436075,Anaerotardibacter sp000436075_1,50
p23220-s376_SNT0009PR-S-day21,p23220-s376_SNT0009PR-S-day21_S375_concoct_82,P49,W11,P49_W11,SNT,2,D21,7/19/23,PR,concoct,4437717,241,37322,96,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium breve,NA,NA
p23220-s376_SNT0009PR-S-day21,p23220-s376_SNT0009PR-S-day21_S375_concoct_80,P49,W11,P49_W11,SNT,2,D21,7/19/23,PR,concoct,2312839,656,4002,88,Bacteria,Bacillota,Clostridia,Oscillospirales,Oscillospiraceae,CAG-170,CAG-170 sp000432135,NA,NA
p23220-s376_SNT0009PR-S-day21,p23220-s376_SNT0009PR-S-day21_S375_concoct_19,P49,W11,P49_W11,SNT,2,D21,7/19/23,PR,concoct,2217724,176,20137,65,Bacteria,Bacillota,Clostridia,Oscillospirales,Acutalibacteraceae,Hominenteromicrobium,Hominenteromicrobium mulieris,Hominenteromicrobium mulieris_1,18
p23220-s376_SNT0009PR-S-day21,p23220-s376_SNT0009PR-S-day21_S375_metabat2_51,P49,W11,P49_W11,SNT,2,D21,7/19/23,PR,metabat2,5360580,1453,4216,84,Bacteria,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Blautia_A,Blautia_A wexlerae,NA,NA
p23220-s376_SNT0009PR-S-day21,p23220-s376_SNT0009PR-S-day21_S375_concoct_94,P49,W11,P49_W11,SNT,2,D21,7/19/23,PR,concoct,8410222,733,14719,90,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola vulgatus,NA,NA
p23220-s377_SNT0009PR-S-day28,p23220-s377_SNT0009PR-S-day28_S376_concoct_46,P49,W12,P49_W12,SNT,2,D28,7/26/23,PR,concoct,2533854,51,88599,100,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,Prevotella colorans,Prevotella colorans_1,269
p23220-s377_SNT0009PR-S-day28,p23220-s377_SNT0009PR-S-day28_S376_concoct_67,P49,W12,P49_W12,SNT,2,D28,7/26/23,PR,concoct,1699845,72,41780,100,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,Porphyromonas sp902489445,Porphyromonas sp902489445_1,114
p23220-s377_SNT0009PR-S-day28,p23220-s377_SNT0009PR-S-day28_S376_metabat2_3,P49,W12,P49_W12,SNT,2,D28,7/26/23,PR,metabat2,1861796,159,18357,100,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Lawsonella,Lawsonella sp018376445,Lawsonella sp018376445_1,253
p23220-s377_SNT0009PR-S-day28,p23220-s377_SNT0009PR-S-day28_S376_concoct_78,P49,W12,P49_W12,SNT,2,D28,7/26/23,PR,concoct,1457537,457,3954,100,Bacteria,Bacillota,Clostridia,Tissierellales,Peptoniphilaceae,Anaerococcus,Anaerococcus vaginalis,Anaerococcus vaginalis_2,356
p23220-s377_SNT0009PR-S-day28,p23220-s377_SNT0009PR-S-day28_S376_concoct_68,P49,W12,P49_W12,SNT,2,D28,7/26/23,PR,concoct,1389086,31,89251,98,Bacteria,Bacillota,Clostridia,Tissierellales,Peptoniphilaceae,Murdochiella,Murdochiella sp902488755,Murdochiella sp902488755_1,117
p23220-s377_SNT0009PR-S-day28,p23220-s377_SNT0009PR-S-day28_S376_metabat2_30,P49,W12,P49_W12,SNT,2,D28,7/26/23,PR,metabat2,5403735,310,34973,98,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola vulgatus,Phocaeicola vulgatus_1,44
p23220-s377_SNT0009PR-S-day28,p23220-s377_SNT0009PR-S-day28_S376_metabat2_12,P49,W12,P49_W12,SNT,2,D28,7/26/23,PR,metabat2,2154862,72,50105,100,Bacteria,Actinomycetota,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,Collinsella sp.,Collinsella sp._1,31
p23220-s377_SNT0009PR-S-day28,p23220-s377_SNT0009PR-S-day28_S376_concoct_61,P49,W12,P49_W12,SNT,2,D28,7/26/23,PR,concoct,2161094,320,9498,100,Bacteria,Bacillota,Negativicutes,Acidaminococcales,Acidaminococcaceae,Phascolarctobacterium,Phascolarctobacterium faecium,Phascolarctobacterium faecium_1,17
p23220-s377_SNT0009PR-S-day28,p23220-s377_SNT0009PR-S-day28_S376_concoct_107,P49,W12,P49_W12,SNT,2,D28,7/26/23,PR,concoct,2444896,86,40923,98,Bacteria,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Mediterraneibacter,Mediterraneibacter torques,Mediterraneibacter torques_1,5
p23220-s377_SNT0009PR-S-day28,p23220-s377_SNT0009PR-S-day28_S376_concoct_110,P49,W12,P49_W12,SNT,2,D28,7/26/23,PR,concoct,2044793,80,34727,98,Bacteria,Bacillota,Clostridia,Oscillospirales,Oscillospiraceae,Vescimonas,Vescimonas coprocola,Vescimonas coprocola_1,7
p23220-s377_SNT0009PR-S-day28,p23220-s377_SNT0009PR-S-day28_S376_metabat2_43,P49,W12,P49_W12,SNT,2,D28,7/26/23,PR,metabat2,3786667,750,6109,92,Bacteria,Desulfobacterota_I,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Bilophila,Bilophila wadsworthia,Bilophila wadsworthia_3,62
p23220-s377_SNT0009PR-S-day28,p23220-s377_SNT0009PR-S-day28_S376_metabat2_27,P49,W12,P49_W12,SNT,2,D28,7/26/23,PR,metabat2,1968493,60,53534,94,Bacteria,Bacillota,Clostridia,Oscillospirales,Oscillospiraceae,Hominicoprocola,Hominicoprocola sp900317525,Hominicoprocola sp900317525_1,38
p23220-s377_SNT0009PR-S-day28,p23220-s377_SNT0009PR-S-day28_S376_concoct_4,P49,W12,P49_W12,SNT,2,D28,7/26/23,PR,concoct,2141624,146,24861,96,Bacteria,Bacillota,Clostridia,Oscillospirales,Acutalibacteraceae,Ruminococcoides,Ruminococcoides intestinale,Ruminococcoides intestinale_1,8
p23220-s377_SNT0009PR-S-day28,p23220-s377_SNT0009PR-S-day28_S376_concoct_8,P49,W12,P49_W12,SNT,2,D28,7/26/23,PR,concoct,4912045,82,122606,90,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,Escherichia coli_1,16
p23220-s377_SNT0009PR-S-day28,p23220-s377_SNT0009PR-S-day28_S376_concoct_26,P49,W12,P49_W12,SNT,2,D28,7/26/23,PR,concoct,2629564,281,13430,90,Bacteria,Verrucomicrobiota,Verrucomicrobiia,Verrucomicrobiales,Akkermansiaceae,Akkermansia,Akkermansia muciniphila,Akkermansia muciniphila_1,6
p23220-s377_SNT0009PR-S-day28,p23220-s377_SNT0009PR-S-day28_S376_concoct_87,P49,W12,P49_W12,SNT,2,D28,7/26/23,PR,concoct,2783846,789,4364,90,Bacteria,Actinomycetota,Coriobacteriia,Coriobacteriales,Eggerthellaceae,Eggerthella,Eggerthella lenta,Eggerthella lenta_1,3
p23220-s377_SNT0009PR-S-day28,p23220-s377_SNT0009PR-S-day28_S376_metabat2_8,P49,W12,P49_W12,SNT,2,D28,7/26/23,PR,metabat2,3079226,283,18073,96,Bacteria,Bacillota,Clostridia,Oscillospirales,Oscillospiraceae,CAG-170,CAG-170 sp000432135,CAG-170 sp000432135_1,55
p23220-s377_SNT0009PR-S-day28,p23220-s377_SNT0009PR-S-day28_S376_concoct_37,P49,W12,P49_W12,SNT,2,D28,7/26/23,PR,concoct,1463532,398,4425,90,Bacteria,Bacillota,Clostridia,Peptostreptococcales,Anaerovoracaceae,S5-A14a,S5-A14a sp900553025,S5-A14a sp900553025_1,113
p23220-s377_SNT0009PR-S-day28,p23220-s377_SNT0009PR-S-day28_S376_concoct_60,P49,W12,P49_W12,SNT,2,D28,7/26/23,PR,concoct,901274,361,2864,84,Bacteria,Bacillota,Clostridia,Peptostreptococcales,Anaerovoracaceae,Alterileibacterium,Alterileibacterium massiliense,Alterileibacterium massiliense_2,358
p23220-s377_SNT0009PR-S-day28,p23220-s377_SNT0009PR-S-day28_S376_metabat2_58,P49,W12,P49_W12,SNT,2,D28,7/26/23,PR,metabat2,1445562,419,3942,86,Bacteria,Bacillota,Clostridia,Christensenellales,CAG-138,PeH17,PeH17 sp000435055,PeH17 sp000435055_1,26
p23220-s377_SNT0009PR-S-day28,p23220-s377_SNT0009PR-S-day28_S376_concoct_81,P49,W12,P49_W12,SNT,2,D28,7/26/23,PR,concoct,2278187,436,6828,88,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,Prevotella disiens,Prevotella disiens_1,222
p23220-s377_SNT0009PR-S-day28,p23220-s377_SNT0009PR-S-day28_S376_metabat2_19,P49,W12,P49_W12,SNT,2,D28,7/26/23,PR,metabat2,2236362,185,18139,90,Bacteria,Bacillota,Clostridia,Oscillospirales,Ruminococcaceae,Gemmiger,Gemmiger formicilis,Gemmiger formicilis_1,72
p23220-s377_SNT0009PR-S-day28,p23220-s377_SNT0009PR-S-day28_S376_concoct_3,P49,W12,P49_W12,SNT,2,D28,7/26/23,PR,concoct,7153493,1789,4709,88,Bacteria,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Eisenbergiella,Eisenbergiella tayi,NA,NA
p23220-s377_SNT0009PR-S-day28,p23220-s377_SNT0009PR-S-day28_S376_metabat2_41,P49,W12,P49_W12,SNT,2,D28,7/26/23,PR,metabat2,1058427,451,2304,73,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus vaginalis,NA,NA
p23220-s377_SNT0009PR-S-day28,p23220-s377_SNT0009PR-S-day28_S376_concoct_72,P49,W12,P49_W12,SNT,2,D28,7/26/23,PR,concoct,2953377,1576,1950,80,Bacteria,Bacillota,Clostridia,Oscillospirales,Oscillospiraceae,Scatomorpha,Scatomorpha sp900545405,NA,NA
p23220-s377_SNT0009PR-S-day28,p23220-s377_SNT0009PR-S-day28_S376_concoct_21,P49,W12,P49_W12,SNT,2,D28,7/26/23,PR,concoct,1407843,792,1855,69,Bacteria,Bacillota,Clostridia,Oscillospirales,Ruminococcaceae,Hominimerdicola,Hominimerdicola aceti,Hominimerdicola aceti_2,377
p23220-s377_SNT0009PR-S-day28,p23220-s377_SNT0009PR-S-day28_S376_concoct_112,P49,W12,P49_W12,SNT,2,D28,7/26/23,PR,concoct,1299597,698,1969,59,Bacteria,Bacillota,Clostridia,Oscillospirales,Ruminococcaceae,Ruminococcus_C,Ruminococcus_C sp000980705,Ruminococcus_C sp000980705_2,563
p23220-s377_SNT0009PR-S-day28,p23220-s377_SNT0009PR-S-day28_S376_maxbin2_050,P49,W12,P49_W12,SNT,2,D28,7/26/23,PR,maxbin2,587150,446,1305,73,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,,Streptococcaceae sp.,NA,NA
p23220-s377_SNT0009PR-S-day28,p23220-s377_SNT0009PR-S-day28_S376_metabat2_28,P49,W12,P49_W12,SNT,2,D28,7/26/23,PR,metabat2,4088266,199,33516,51,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides uniformis,Bacteroides uniformis_1,37
p23220-s377_SNT0009PR-S-day28,p23220-s377_SNT0009PR-S-day28_S376_concoct_49,P49,W12,P49_W12,SNT,2,D28,7/26/23,PR,concoct,2152414,1049,2184,51,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Proteus,Proteus mirabilis,Proteus mirabilis_1,100
p23220-s378_SNT0010PR-S-day0,p23220-s378_SNT0010PR-S-day0_S377_concoct_7,P32,W7,P32_W7,SNT,2,D00,6/21/23,PR,concoct,1621468,323,6501,97,NA,NA,NA,NA,NA,NA,NA,NA_1,23
p23220-s378_SNT0010PR-S-day0,p23220-s378_SNT0010PR-S-day0_S377_concoct_42,P32,W7,P32_W7,SNT,2,D00,6/21/23,PR,concoct,2229274,54,78981,98,Bacteria,Bacillota,Clostridia,Oscillospirales,Acutalibacteraceae,CAG-177,CAG-177 sp003538135,CAG-177 sp003538135_1,417
p23220-s378_SNT0010PR-S-day0,p23220-s378_SNT0010PR-S-day0_S377_metabat2_1,P32,W7,P32_W7,SNT,2,D00,6/21/23,PR,metabat2,2324440,84,47999,98,Bacteria,Actinomycetota,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,Collinsella tanakaei,Collinsella tanakaei_1,190
p23220-s378_SNT0010PR-S-day0,p23220-s378_SNT0010PR-S-day0_S377_metabat2_6,P32,W7,P32_W7,SNT,2,D00,6/21/23,PR,metabat2,5213741,434,20555,98,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola vulgatus,Phocaeicola vulgatus_1,44
p23220-s378_SNT0010PR-S-day0,p23220-s378_SNT0010PR-S-day0_S377_concoct_24,P32,W7,P32_W7,SNT,2,D00,6/21/23,PR,concoct,2825396,38,153740,94,Bacteria,Verrucomicrobiota,Verrucomicrobiia,Verrucomicrobiales,Akkermansiaceae,Akkermansia,Akkermansia muciniphila,Akkermansia muciniphila_1,6
p23220-s378_SNT0010PR-S-day0,p23220-s378_SNT0010PR-S-day0_S377_concoct_37,P32,W7,P32_W7,SNT,2,D00,6/21/23,PR,concoct,2162794,153,34073,96,Bacteria,Bacillota,Clostridia,Christensenellales,CAG-138,UMGS946,UMGS946 sp900544965,UMGS946 sp900544965_1,130
p23220-s378_SNT0010PR-S-day0,p23220-s378_SNT0010PR-S-day0_S377_concoct_11,P32,W7,P32_W7,SNT,2,D00,6/21/23,PR,concoct,2563112,49,94416,98,Bacteria,Bacillota,Clostridia,Oscillospirales,Acutalibacteraceae,Scatavimonas,Scatavimonas sp900540275,Scatavimonas sp900540275_1,73
p23220-s378_SNT0010PR-S-day0,p23220-s378_SNT0010PR-S-day0_S377_metabat2_30,P32,W7,P32_W7,SNT,2,D00,6/21/23,PR,metabat2,2068070,232,11864,94,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Alistipes putredinis,Alistipes putredinis_1,4
p23220-s378_SNT0010PR-S-day0,p23220-s378_SNT0010PR-S-day0_S377_metabat2_34,P32,W7,P32_W7,SNT,2,D00,6/21/23,PR,metabat2,2180443,74,39090,92,Bacteria,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Massilistercora,Massilistercora timonensis,Massilistercora timonensis_1,169
p23220-s378_SNT0010PR-S-day0,p23220-s378_SNT0010PR-S-day0_S377_concoct_64,P32,W7,P32_W7,SNT,2,D00,6/21/23,PR,concoct,2625144,120,36795,98,Bacteria,Bacillota,Clostridia,Oscillospirales,Acutalibacteraceae,Fimivicinus,Fimivicinus sp900544715,Fimivicinus sp900544715_1,116
p23220-s378_SNT0010PR-S-day0,p23220-s378_SNT0010PR-S-day0_S377_concoct_61,P32,W7,P32_W7,SNT,2,D00,6/21/23,PR,concoct,3310303,189,26767,88,Unclassified Bacteria,NA,NA,NA,NA,NA,Unclassified Bacteria sp.,NA,NA
p23220-s378_SNT0010PR-S-day0,p23220-s378_SNT0010PR-S-day0_S377_metabat2_18,P32,W7,P32_W7,SNT,2,D00,6/21/23,PR,metabat2,2431267,140,33734,92,Bacteria,Bacillota,Clostridia,Oscillospirales,Oscillospiraceae,Scatomorpha,Scatomorpha sp900545405,Scatomorpha sp900545405_2,282
p23220-s378_SNT0010PR-S-day0,p23220-s378_SNT0010PR-S-day0_S377_metabat2_2,P32,W7,P32_W7,SNT,2,D00,6/21/23,PR,metabat2,3019335,214,20160,88,Bacteria,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Anaerobutyricum,Anaerobutyricum stercoripullorum,Anaerobutyricum stercoripullorum_1,307
p23220-s378_SNT0010PR-S-day0,p23220-s378_SNT0010PR-S-day0_S377_metabat2_11,P32,W7,P32_W7,SNT,2,D00,6/21/23,PR,metabat2,4182423,856,6214,88,Bacteria,Bacillota,Clostridia,Oscillospirales,Acutalibacteraceae,Acutalibacter,Acutalibacter timonensis,Acutalibacter timonensis_1,49
p23220-s378_SNT0010PR-S-day0,p23220-s378_SNT0010PR-S-day0_S377_concoct_72,P32,W7,P32_W7,SNT,2,D00,6/21/23,PR,concoct,1822490,502,4456,86,Bacteria,Bacillota,Clostridia,Peptostreptococcales,Anaerovoracaceae,Fimisoma,Fimisoma avicola,Fimisoma avicola_1,254
p23220-s378_SNT0010PR-S-day0,p23220-s378_SNT0010PR-S-day0_S377_metabat2_24,P32,W7,P32_W7,SNT,2,D00,6/21/23,PR,metabat2,2409750,420,7909,82,Bacteria,Bacillota,Clostridia,Christensenellales,Aristaeellaceae,Pullichristensenella,Pullichristensenella sp946496415,Pullichristensenella sp946496415_1,229
p23220-s378_SNT0010PR-S-day0,p23220-s378_SNT0010PR-S-day0_S377_concoct_77,P32,W7,P32_W7,SNT,2,D00,6/21/23,PR,concoct,1203494,602,2124,88,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus thermophilus,Streptococcus thermophilus_1,174
p23220-s378_SNT0010PR-S-day0,p23220-s378_SNT0010PR-S-day0_S377_concoct_56,P32,W7,P32_W7,SNT,2,D00,6/21/23,PR,concoct,3530738,552,7537,82,Bacteria,Bacillota,Clostridia,Oscillospirales,Ruminococcaceae,Ruthenibacterium,Ruthenibacterium lactatiformans,NA,NA
p23220-s378_SNT0010PR-S-day0,p23220-s378_SNT0010PR-S-day0_S377_metabat2_39,P32,W7,P32_W7,SNT,2,D00,6/21/23,PR,metabat2,4679417,61,159283,67,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,Escherichia coli_1,16
p23220-s378_SNT0010PR-S-day0,p23220-s378_SNT0010PR-S-day0_S377_concoct_25,P32,W7,P32_W7,SNT,2,D00,6/21/23,PR,concoct,350207,232,1458,67,Bacteria,Bacillota,Clostridia,TANB77,CAG-508,CAG-273,CAG-273 sp000438355,NA,NA
p23220-s378_SNT0010PR-S-day0,p23220-s378_SNT0010PR-S-day0_S377_concoct_33,P32,W7,P32_W7,SNT,2,D00,6/21/23,PR,concoct,1142332,749,1502,59,Bacteria,Bacillota,Bacilli,Erysipelotrichales,Coprobacillaceae,Thomasclavelia,Thomasclavelia ramosa,NA,NA
p23220-s378_SNT0010PR-S-day0,p23220-s378_SNT0010PR-S-day0_S377_concoct_50,P32,W7,P32_W7,SNT,2,D00,6/21/23,PR,concoct,2323163,1611,1412,73,Bacteria,Desulfobacterota_I,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Bilophila,Bilophila sp.,NA,NA
p23220-s379_SNT0010PR-S-day7,p23220-s379_SNT0010PR-S-day7_S378_concoct_30,P32,W8,P32_W8,SNT,2,D07,6/28/23,PR,concoct,5050612,88,124190,100,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,Escherichia coli_1,16
p23220-s379_SNT0010PR-S-day7,p23220-s379_SNT0010PR-S-day7_S378_concoct_56,P32,W8,P32_W8,SNT,2,D07,6/28/23,PR,concoct,6192371,637,14245,100,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa,Pseudomonas aeruginosa_1,66
p23220-s379_SNT0010PR-S-day7,p23220-s379_SNT0010PR-S-day7_S378_concoct_46,P32,W8,P32_W8,SNT,2,D07,6/28/23,PR,concoct,1445949,501,3568,97,NA,NA,NA,NA,NA,NA,NA,NA_1,23
p23220-s379_SNT0010PR-S-day7,p23220-s379_SNT0010PR-S-day7_S378_concoct_31,P32,W8,P32_W8,SNT,2,D07,6/28/23,PR,concoct,4158790,151,46744,98,Bacteria,Bacillota,Bacilli,Erysipelotrichales,Erysipelotrichaceae,Clostridium_AQ,Clostridium_AQ innocuum,Clostridium_AQ innocuum_1,20
p23220-s379_SNT0010PR-S-day7,p23220-s379_SNT0010PR-S-day7_S378_metabat2_17,P32,W8,P32_W8,SNT,2,D07,6/28/23,PR,metabat2,3266205,140,36798,98,Bacteria,Bacillota,Bacilli,Erysipelotrichales,Erysipelotrichaceae,Dielma,Dielma fastidiosa,Dielma fastidiosa_1,192
p23220-s379_SNT0010PR-S-day7,p23220-s379_SNT0010PR-S-day7_S378_concoct_22,P32,W8,P32_W8,SNT,2,D07,6/28/23,PR,concoct,5834006,282,31581,98,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides goldsteinii,Parabacteroides goldsteinii_1,263
p23220-s379_SNT0010PR-S-day7,p23220-s379_SNT0010PR-S-day7_S378_metabat2_10,P32,W8,P32_W8,SNT,2,D07,6/28/23,PR,metabat2,2706603,360,9839,98,Bacteria,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Anaerobutyricum,Anaerobutyricum stercoripullorum,Anaerobutyricum stercoripullorum_1,307
p23220-s379_SNT0010PR-S-day7,p23220-s379_SNT0010PR-S-day7_S378_concoct_60,P32,W8,P32_W8,SNT,2,D07,6/28/23,PR,concoct,2852699,43,158449,94,Bacteria,Verrucomicrobiota,Verrucomicrobiia,Verrucomicrobiales,Akkermansiaceae,Akkermansia,Akkermansia muciniphila,Akkermansia muciniphila_1,6
p23220-s379_SNT0010PR-S-day7,p23220-s379_SNT0010PR-S-day7_S378_concoct_66,P32,W8,P32_W8,SNT,2,D07,6/28/23,PR,concoct,1981235,136,33484,96,Bacteria,Bacillota,Clostridia,Christensenellales,CAG-138,UMGS946,UMGS946 sp900544965,UMGS946 sp900544965_1,130
p23220-s379_SNT0010PR-S-day7,p23220-s379_SNT0010PR-S-day7_S378_concoct_81,P32,W8,P32_W8,SNT,2,D07,6/28/23,PR,concoct,2549608,48,87435,98,Bacteria,Bacillota,Clostridia,Oscillospirales,Acutalibacteraceae,Scatavimonas,Scatavimonas sp900540275,Scatavimonas sp900540275_1,73
p23220-s379_SNT0010PR-S-day7,p23220-s379_SNT0010PR-S-day7_S378_metabat2_18,P32,W8,P32_W8,SNT,2,D07,6/28/23,PR,metabat2,2351983,87,36401,100,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Alistipes putredinis,Alistipes putredinis_1,4
p23220-s379_SNT0010PR-S-day7,p23220-s379_SNT0010PR-S-day7_S378_concoct_41,P32,W8,P32_W8,SNT,2,D07,6/28/23,PR,concoct,3165142,73,87307,94,Unclassified Bacteria,NA,NA,NA,NA,NA,Unclassified Bacteria sp.,NA,NA
